,system:time_start,NDVI,fitted,NDVI_normalized
2024-06-03 05:00:00,,0.685,0.6983892162925456,0.9423425476707998
2024-06-03 05:30:00,,0.685,0.6984020233452254,0.9424395707971621
2024-06-03 06:00:00,,0.685,0.6984152033522311,0.942539419335084
2024-06-03 06:30:00,,0.685,0.6984287639629794,0.9426421512346924
2024-06-03 07:00:00,,0.685,0.6984427127695866,0.9427478240120196
2024-06-03 07:30:00,,0.685,0.6984570572896429,0.942856494618507
2024-06-03 08:00:00,,0.685,0.6984718049480536,0.942968219303437
2024-06-03 08:30:00,,0.685,0.6984869630579464,0.9430830534692914
2024-06-03 09:00:00,,0.685,0.6985025388006494,0.9432010515200715
2024-06-03 09:30:00,,0.685,0.6985185392047506,0.9433222667026566
2024-06-03 10:00:00,,0.685,0.6985349711242547,0.9434467509413239
